Geo Point;Geo Shape;id_sir_gp_ecrase_faune;axe;cumuld;plod;absd;date_releve;espece;commune;commentaires;animal_vivant;nb_individus;date_creation;date_modif;source_releve
45.6016800454,5.00907283349;"{""type"": ""Point"", ""coordinates"": [5.009072833492858, 45.601680045439615]}";465;D36A;2296;2;300;2014-03-23;Chevreuil européen;;;;;2015-03-10;2020-03-05;D38
45.8304752622,5.32166295596;"{""type"": ""Point"", ""coordinates"": [5.32166295595675, 45.83047526220954]}";1185;D65;19388;19;500;2017-03-07;Sanglier;La Balme;;NON;1;2019-04-30;2020-03-05;D38
45.0566334955,5.31884921219;"{""type"": ""Point"", ""coordinates"": [5.31884921218955, 45.05663349553609]}";792;D531;5077;6;800;2016-03-24;Blaireau européen;Auberives;;NON;1;2018-04-04;2020-03-05;D38
45.0857753133,5.52399923543;"{""type"": ""Point"", ""coordinates"": [5.523999235425887, 45.085775313279605]}";6;D531;26579;28;465;2010-10-05;Renard roux;Villard-de-Lans;Les Jarrands;;;2012-12-03;2020-03-05;D38
44.8769774557,5.79682633251;"{""type"": ""Point"", ""coordinates"": [5.796826332511819, 44.87697745574028]}";907;D227;5148;5;200;2016-04-28;Renard roux;Saint-Sébastien;;OUI;1;2018-04-04;2020-03-05;D38
44.9026351761,5.61951261104;"{""type"": ""Point"", ""coordinates"": [5.619512611042584, 44.902635176131945]}";1358;D1075;129980;123;400;2017-07-25;Chevreuil européen;ROISSARD;;NON;1;2020-03-05;2020-03-05;D38
45.164855232,5.62688604853;"{""type"": ""Point"", ""coordinates"": [5.626886048527312, 45.16485523197938]}";107;D106;19704;20;0;2010-09-15;Chevreuil européen;Saint-Nizier-du-Moucherotte;croix lichou;;;2012-12-03;2020-03-05;D38
44.944807672,5.60630689492;"{""type"": ""Point"", ""coordinates"": [5.606306894923571, 44.94480767204014]}";1429;D8;19100;19;500;2018-07-27;Blaireau européen;ST GUILLAUME;;NON;1;2020-03-05;2020-03-05;D38
45.5140856985,5.30396953042;"{""type"": ""Point"", ""coordinates"": [5.303969530418662, 45.51408569850756]}";421;D1085;8555;8;500;2014-06-12;Chevreuil européen;;;;;2015-03-10;2020-03-05;D38
45.7771886729,5.40100759961;"{""type"": ""Point"", ""coordinates"": [5.40100759961231, 45.777188672850045]}";2762;D1075;15273;9;500;2019-01-04;Ragondin;BOUVESSE QUIRIEU;;NON;1;2020-09-07;2020-09-07;D38
45.7464788494,5.25226802466;"{""type"": ""Point"", ""coordinates"": [5.252268024661013, 45.74647884938451]}";2822;D65;8119;8;200;2019-08-02;Fouine;Leyrieu;;NON;1;2020-09-07;2020-09-07;D38
44.8328053693,5.60284533441;"{""type"": ""Point"", ""coordinates"": [5.602845334407209, 44.83280536930376]}";1484;D1075;142518;135;800;2019-07-12;Sanglier;Clelles;Mâle;NON;1;2020-03-05;2020-03-05;D38
45.0839931612,5.53083811918;"{""type"": ""Point"", ""coordinates"": [5.53083811917821, 45.08399316115782]}";650;D531;27166;29;0;2015-09-17;Blaireau européen;Villard-de-Lans;;NON;1;2016-03-08;2020-03-05;D38
45.3629574326,5.6804792706;"{""type"": ""Point"", ""coordinates"": [5.680479270604543, 45.36295743260467]}";971;D520;43188;43;0;2016-04-05;Blaireau européen;St Joseph de Rivière;;NON;1;2018-04-04;2020-03-05;D38
45.5017429056,5.59314848669;"{""type"": ""Point"", ""coordinates"": [5.593148486694058, 45.501742905610925]}";205;D1075;53215;47;0;2013-01-30;Renard roux;La Bâtie-Divisin;;;;2014-04-02;2020-03-05;D38
44.9484051182,5.58535007502;"{""type"": ""Point"", ""coordinates"": [5.585350075021377, 44.94840511821068]}";1483;D8A;1571;1;600;2019-07-11;Ecureuil roux;ST GUILLAUME;;NON;1;2020-03-05;2020-03-05;D38
44.9036902482,5.83350409113;"{""type"": ""Point"", ""coordinates"": [5.833504091130783, 44.90369024819538]}";737;D26;6042;6;238;2016-06-01;Blaireau européen;Siévoz;;NON;1;2018-04-04;2020-03-05;D38
44.9464447804,5.80232015726;"{""type"": ""Point"", ""coordinates"": [5.802320157258111, 44.946444780377696]}";1173;D115C;3426;3;400;2018-10-16;Chevreuil européen;saint honoré;Chevreuil;OUI;2;2019-02-18;2020-03-05;D38
45.5030879937,5.60417677577;"{""type"": ""Point"", ""coordinates"": [5.604176775774468, 45.5030879937115]}";210;D28;1004;1;0;2013-02-14;Chevreuil européen;La Bâtie-Divisin;;;;2014-04-02;2020-03-05;D38
45.8740982371,5.34490701775;"{""type"": ""Point"", ""coordinates"": [5.344907017754934, 45.87409823713144]}";1190;D65;25058;25;0;2017-05-12;Blaireau européen;Vertrieu;;NON;1;2019-04-30;2020-03-05;D38
45.44034322,5.05580728608;"{""type"": ""Point"", ""coordinates"": [5.055807286079752, 45.44034321999253]}";552;D37;12533;12;500;2014-05-06;Chevreuil européen;Cour-et-Buis;vivant;OUI;1;2016-03-08;2020-03-05;D38
45.780452931,5.13298676206;"{""type"": ""Point"", ""coordinates"": [5.132986762059214, 45.78045293097795]}";698;D124Z;5538;6;100;2016-03-01;Chevreuil européen;VILLETTE D'ANTHON;;NON;1;2018-04-04;2020-03-05;D38
44.8412216602,5.78498764348;"{""type"": ""Point"", ""coordinates"": [5.784987643479614, 44.841221660157636]}";904;D66;15516;15;550;2016-03-30;Blaireau européen;Saint-Sébastien;;OUI;1;2018-04-04;2020-03-05;D38
44.9224040567,5.78446408022;"{""type"": ""Point"", ""coordinates"": [5.784464080217107, 44.92240405667321]}";719;D115C;200;0;200;2016-01-16;Renard roux;La Mure;;NON;1;2018-04-04;2020-03-05;D38
44.8267742701,5.64462412454;"{""type"": ""Point"", ""coordinates"": [5.644624124539956, 44.8267742700715]}";875;D526;3202;3;200;2016-08-01;Autres;Clelles;Lièvre;NON;1;2018-04-04;2020-03-05;D38
44.7648515725,5.69776533697;"{""type"": ""Point"", ""coordinates"": [5.69776533697064, 44.764851572523256]}";1494;D66;31832;32;0;2019-08-27;Chevreuil européen;Lalley;;NON;1;2020-03-05;2020-03-05;D38
45.6423225125,5.40383008757;"{""type"": ""Point"", ""coordinates"": [5.403830087569598, 45.64232251250273]}";451;D19;8191;8;200;2014-12-22;Fouine;;;;;2015-03-10;2020-03-05;D38
45.4296832068,5.24158818603;"{""type"": ""Point"", ""coordinates"": [5.241588186032408, 45.42968320681108]}";556;D51;28690;28;600;2014-06-02;Corvidé indéterminé;Commelle;Corbeau;NON;1;2016-03-08;2020-03-05;D38
45.4735243273,5.56631382458;"{""type"": ""Point"", ""coordinates"": [5.566313824581143, 45.473524327255774]}";275;D90;750;0;750;2013-01-07;Ecureuil roux;Montferrat;;;;2014-04-03;2020-03-05;D38
45.2967038603,5.59350459903;"{""type"": ""Point"", ""coordinates"": [5.593504599029631, 45.29670386025034]}";1102;D1532;40542;39;0;2017-12-18;Blaireau européen;St Quentin sur Isère;;NON;1;2019-02-14;2020-03-05;D38
45.417855223,5.75159540756;"{""type"": ""Point"", ""coordinates"": [5.751595407564359, 45.4178552230149]}";1145;D520;52532;52;300;2018-10-05;Sanglier;Entre Deux Guiers;;NON;1;2019-02-14;2020-03-05;D38
44.8587605796,5.60862853145;"{""type"": ""Point"", ""coordinates"": [5.608628531447835, 44.858760579558975]}";1428;D1075;137551;130;800;2018-07-26;Blaireau européen;Saint Michel Les Portes;;NON;1;2020-03-05;2020-03-05;D38
45.4882477669,5.61448380309;"{""type"": ""Point"", ""coordinates"": [5.614483803085129, 45.48824776690226]}";1291;D28;2972;2;950;2019-01-07;Ecureuil roux;St Sulpice des Rivoires;;NON;1;2019-10-24;2020-03-05;D38
44.8129461732,5.86277655099;"{""type"": ""Point"", ""coordinates"": [5.862776550986613, 44.81294617316259]}";1413;D66;6811;6;800;2018-06-18;Chevreuil européen;Cordéac;Femelle;NON;1;2020-03-05;2020-03-05;D38
45.545712836,4.92554614005;"{""type"": ""Point"", ""coordinates"": [4.925546140051064, 45.545712835977476]}";514;D75;2808;2;800;2015-11-03;Renard roux;Pont-Évêque;;Non;1;2015-11-09;2020-03-05;D38
45.3621522274,5.66906160058;"{""type"": ""Point"", ""coordinates"": [5.669061600583932, 45.3621522274052]}";219;D520;42028;41;800;2013-03-07;Blaireau européen;Saint-Joseph-de-Rivière;;;;2014-04-02;2020-03-05;D38
44.919062086,5.65684714631;"{""type"": ""Point"", ""coordinates"": [5.656847146306932, 44.91906208604813]}";1314;D110B;3993;4;50;2017-01-25;Blaireau européen;TREFFORT;;NON;1;2020-03-05;2020-03-05;D38
44.8986822249,5.91202243408;"{""type"": ""Point"", ""coordinates"": [5.912022434077119, 44.8986822248647]}";608;D526;39057;39;200;2015-11-10;Renard roux;Valbonnais;;NON;1;2016-03-08;2020-03-05;D38
45.5579265225,4.96057624907;"{""type"": ""Point"", ""coordinates"": [4.960576249069319, 45.55792652248929]}";1041;D75;5964;6;0;2017-04-07;Reptile indéterminé;;;NON;1;2019-02-14;2020-03-05;D38
45.5035575366,5.59350643066;"{""type"": ""Point"", ""coordinates"": [5.593506430661089, 45.503557536611474]}";225;D1075;53011;46;800;2013-03-27;Chevreuil européen;La Bâtie-Divisin;;;;2014-04-02;2020-03-05;D38
44.8144821797,5.7436026649;"{""type"": ""Point"", ""coordinates"": [5.743602664899001, 44.814482179746676]}";1321;D526;13135;13;200;2017-02-16;Ecureuil roux;Mens;;NON;1;2020-03-05;2020-03-05;D38
45.4963495944,4.83529716553;"{""type"": ""Point"", ""coordinates"": [4.835297165532868, 45.49634959438969]}";518;D4B;200;0;200;;Mammifère indéterminé;Reventin-Vaugris;;Non;1;2016-01-08;2020-03-05;D38
45.5897949362,5.04342980851;"{""type"": ""Point"", ""coordinates"": [5.043429808513627, 45.589794936222745]}";463;D36;17410;17;800;2014-02-18;Chevreuil européen;;;;;2015-03-10;2020-03-05;D38
45.6924572228,5.40452143974;"{""type"": ""Point"", ""coordinates"": [5.404521439738108, 45.69245722278148]}";2790;D517;31125;31;0;2019-08-01;Hérisson d'Europe;PASSINS;;NON;1;2020-09-07;2020-09-07;D38
45.5822246544,5.55367162824;"{""type"": ""Point"", ""coordinates"": [5.553671628243876, 45.58222465436754]}";505;D1516;9021;9;0;2014-11-24;Blaireau européen;Batie Montgascon;;;;2015-03-10;2020-03-05;D38
45.1791362641,5.64812093315;"{""type"": ""Point"", ""coordinates"": [5.64812093315104, 45.179136264140496]}";93;D106;14933;15;200;2008-12-08;Chevreuil européen;Saint-Nizier-du-Moucherotte;Les travers;;;2012-12-03;2020-03-05;D38
45.1745117227,5.38292507701;"{""type"": ""Point"", ""coordinates"": [5.382925077006468, 45.17451172270859]}";787;D42;2853;2;450;2016-03-09;Ecureuil roux;Têche;;OUI;1;2018-04-04;2020-03-05;D38
44.7863655488,5.66348541133;"{""type"": ""Point"", ""coordinates"": [5.663485411326149, 44.78636554880826]}";890;D252;8184;8;100;2016-08-08;Autres;Monestier-du-Percy;Lièvre;NON;1;2018-04-04;2020-03-05;D38
45.4870957574,5.70037521877;"{""type"": ""Point"", ""coordinates"": [5.700375218765684, 45.48709575744346]}";930;D82;13255;13;0;2016-01-25;Blaireau européen;ST Alban de Vaulsère;;NON;1;2018-04-04;2020-03-05;D38
45.1812773475,5.62039490441;"{""type"": ""Point"", ""coordinates"": [5.620394904405956, 45.181277347457254]}";1027;D531;45234;47;0;2016-04-26;Chevreuil européen;Engins;;NON;1;2018-04-04;2020-03-05;D38
44.8674081113,5.60550350354;"{""type"": ""Point"", ""coordinates"": [5.605503503544007, 44.86740811129603]}";1390;D1075;135761;129;0;2018-02-06;Autres;ST MICHEL LES PORTES;LIEVRE;NON;1;2020-03-05;2020-03-05;D38
45.3386206694,5.54201699722;"{""type"": ""Point"", ""coordinates"": [5.542016997219094, 45.338620669381754]}";265;D1085;41098;41;100;2013-12-16;Renard roux;Moirans;;;;2014-04-02;2020-03-05;D38
45.716389356,5.2243158733;"{""type"": ""Point"", ""coordinates"": [5.22431587330134, 45.716389355974826]}";2826;D75;35652;35;500;2019-10-27;Blaireau européen;Villemoirieu;;NON;1;2020-09-07;2020-09-07;D38
45.0598205908,5.30810722392;"{""type"": ""Point"", ""coordinates"": [5.308107223921942, 45.059820590848844]}";778;D531;3635;5;300;2016-02-15;Ecureuil roux;Auberives;;NON;1;2018-04-04;2020-03-05;D38
45.5080074743,5.59513654285;"{""type"": ""Point"", ""coordinates"": [5.595136542854639, 45.508007474273846]}";242;D1075;52491;46;280;2013-07-03;Blaireau européen;La Bâtie-Divisin;;;;2014-04-02;2020-03-05;D38
45.1398544641,5.36722520145;"{""type"": ""Point"", ""coordinates"": [5.367225201453953, 45.13985446405206]}";361;D1532;13589;12;0;2014-08-18;Ecureuil roux;Izeron;;;;2015-03-10;2020-03-05;D38
45.0849712766,5.55406928708;"{""type"": ""Point"", ""coordinates"": [5.554069287082754, 45.08497127655268]}";1237;D531;32582;34;400;2017-04-04;Autres;Villard de Lans;Faisan;NON;1;2019-04-30;2020-03-05;D38
44.7577834706,5.68395072029;"{""type"": ""Point"", ""coordinates"": [5.683950720285215, 44.75778347064146]}";882;D66;33246;33;400;2016-03-31;Blaireau européen;Lalley;;NON;1;2018-04-04;2020-03-05;D38
45.2929709429,5.5105842099;"{""type"": ""Point"", ""coordinates"": [5.51058420989646, 45.29297094293692]}";1111;D45;2670;2;750;2018-03-27;Lièvre Européen;Tullins;;NON;1;2019-02-14;2020-03-05;D38
45.1352015193,5.60555601355;"{""type"": ""Point"", ""coordinates"": [5.605556013553857, 45.13520151931916]}";1021;D106;25252;25;600;2016-01-26;Blaireau européen;Lans en Vercors;;NON;1;2018-04-04;2020-03-05;D38
45.6064183299,5.22969515523;"{""type"": ""Point"", ""coordinates"": [5.229695155226903, 45.60641832986922]}";415;D1006;15267;14;200;2014-04-05;Chevreuil européen;;;;;2015-03-10;2020-03-05;D38
44.8978003125,5.84921314002;"{""type"": ""Point"", ""coordinates"": [5.849213140019613, 44.897800312483454]}";1050;D26;7663;7;800;2017-08-29;Blaireau européen;sievoz;;NON;1;2019-02-14;2020-03-05;D38
44.9812635778,5.96372865667;"{""type"": ""Point"", ""coordinates"": [5.963728656674062, 44.981263577813586]}";611;D526;52792;52;900;2015-11-20;Autres;Chantelouve;Lièvre;NON;1;2016-03-08;2020-03-05;D38
44.9044672556,5.62224924756;"{""type"": ""Point"", ""coordinates"": [5.622249247556696, 44.904467255632696]}";1466;D1075;129630;123;50;2019-04-19;Blaireau européen;ROISSARD;;NON;1;2020-03-05;2020-03-05;D38
;;677;D14A;;31;250;2016-02-23;Blaireau européen;CREYS;;NON;1;2018-04-04;;D38
45.4125376772,5.9838131985;"{""type"": ""Point"", ""coordinates"": [5.983813198501008, 45.412537677200156]}";189;D1090;34922;34;0;2012-07-16;sanglier;La Buissière;;;;2014-04-02;2020-03-05;D38
44.803439986,5.6533858628;"{""type"": ""Point"", ""coordinates"": [5.653385862799244, 44.80343998603577]}";1356;D13;3684;3;700;2017-07-20;Renard roux;Le Percy;;NON;1;2020-03-05;2020-03-05;D38
45.4519644973,5.99225236659;"{""type"": ""Point"", ""coordinates"": [5.99225236659297, 45.45196449731809]}";182;D590A;6261;6;300;2012-03-11;Blaireau européen;Barraux;;;;2014-04-02;2020-03-05;D38
45.3426069624,5.56687965737;"{""type"": ""Point"", ""coordinates"": [5.566879657368309, 45.3426069624087]}";300;D592;900;0;900;2014-03-10;Oiseau sp;St Jean de Moirans;Canard CV;;;2015-03-10;2020-03-05;D38
45.6932011443,5.39323776271;"{""type"": ""Point"", ""coordinates"": [5.393237762714168, 45.69320114428784]}";673;D517;30231;30;100;2016-01-25;Renard roux;PASSINS;;NON;1;2018-04-04;2020-03-05;D38
45.2906020705,5.57275111611;"{""type"": ""Point"", ""coordinates"": [5.572751116113498, 45.29060207046287]}";343;D1532;38740;37;200;2014-12-03;Renard roux;St Quentin/Isère;;;;2015-03-10;2020-03-05;D38
45.6803088916,5.45783725624;"{""type"": ""Point"", ""coordinates"": [5.457837256236499, 45.680308891611865]}";2747;D1075;28314;22;500;2017-02-28;Blaireau européen;MORESTEL;;NON;1;2020-09-07;2020-09-07;D38
45.3799881885,5.70418672297;"{""type"": ""Point"", ""coordinates"": [5.704186722968978, 45.379988188474194]}";1097;D520;45978;45;790;2017-11-06;Blaireau européen;St Joseph de Rivière;;NON;1;2019-02-14;2020-03-05;D38
44.8179351759,5.6288899917;"{""type"": ""Point"", ""coordinates"": [5.628889991701507, 44.81793517587811]}";878;D1075;145394;139;100;2016-08-24;Blaireau européen;Clelles;;NON;1;2018-04-04;2020-03-05;D38
45.0879161899,5.55493179803;"{""type"": ""Point"", ""coordinates"": [5.554931798029552, 45.087916189905904]}";21;D531;32917;34;735;2008-07-29;Hérisson d'Europe;Villard-de-Lans;Les Geymonds;;;2012-12-03;2020-03-05;D38
44.8621760478,5.60048238016;"{""type"": ""Point"", ""coordinates"": [5.60048238016314, 44.86217604784108]}";872;D1075;136801;130;50;2016-07-06;Chevreuil européen;St Michel les portes;;NON;1;2018-04-04;2020-03-05;D38
45.1948797552,5.6263279105;"{""type"": ""Point"", ""coordinates"": [5.626327910500795, 45.19487975517529]}";69;D531;46952;48;800;2009-10-15;Renard roux;Engins;Haricka;;;2012-12-03;2020-03-05;D38
45.0618860283,5.24843457448;"{""type"": ""Point"", ""coordinates"": [5.2484345744779, 45.06188602831649]}";357;D1532;120;0;120;2014-06-26;Blaireau européen;St Juste de Claix;;;;2015-03-10;2020-03-05;D38
45.1062692635,5.39342378634;"{""type"": ""Point"", ""coordinates"": [5.393423786338283, 45.10626926347631]}";774;D292;11098;11;200;2016-02-09;Autres;Presles;Lièvre;NON;1;2018-04-04;2020-03-05;D38
44.8128682512,5.74159222182;"{""type"": ""Point"", ""coordinates"": [5.741592221822565, 44.81286825123068]}";1342;D526;12867;12;980;2017-04-23;Ecureuil roux;Mens;;NON;1;2020-03-05;2020-03-05;D38
45.6343805375,5.52517916643;"{""type"": ""Point"", ""coordinates"": [5.525179166431912, 45.63438053749686]}";369;D1075;36167;30;0;2014-04-01;Blaireau européen;Chamagnieu;;;;2015-03-10;2020-03-05;D38
44.9369097629,5.64080182085;"{""type"": ""Point"", ""coordinates"": [5.640801820851321, 44.93690976291732]}";1472;D1075;125427;119;0;2019-06-11;Renard roux;MONESTIER DE CLERMONT;;NON;1;2020-03-05;2020-03-05;D38
44.8377856626,5.60936408037;"{""type"": ""Point"", ""coordinates"": [5.609364080366134, 44.83778566258605]}";1370;D1075;140844;134;100;2017-09-11;Cerf élaphe;Saint Martin de Clelles;biche;NON;1;2020-03-05;2020-03-05;D38
45.0707018339,5.54574206801;"{""type"": ""Point"", ""coordinates"": [5.545742068007526, 45.070701833857925]}";1024;D215A;400;0;400;2016-03-29;Chevreuil européen;Villard de Lans;;NON;1;2018-04-04;2020-03-05;D38
44.8337176514,5.83559911536;"{""type"": ""Point"", ""coordinates"": [5.835599115355982, 44.83371765143979]}";1495;D66;10578;10;600;2019-08-27;Renard roux;Cordéac;;NON;1;2020-03-05;2020-03-05;D38
45.4857264682,5.56939945546;"{""type"": ""Point"", ""coordinates"": [5.569399455459334, 45.485726468154525]}";342;D50;20084;20;200;2014-12-02;Renard roux;Paladru;;;;2015-03-10;2020-03-05;D38
44.8234331076,5.6190127644;"{""type"": ""Point"", ""coordinates"": [5.619012764400956, 44.82343310756145]}";1436;D1075;144364;137;800;2018-09-14;Autres;Clelles;Lièvre;NON;1;2020-03-05;2020-03-05;D38
45.5526845897,5.59053537055;"{""type"": ""Point"", ""coordinates"": [5.590535370549925, 45.55268458973334]}";502;D592;8073;7;0;2014-11-07;Ecureuil roux;Les Abrets;;;;2015-03-10;2020-03-05;D38
44.8146451913,5.68779169754;"{""type"": ""Point"", ""coordinates"": [5.687791697536525, 44.8146451912918]}";1404;D526;7761;7;800;2018-04-28;Chevreuil européen;Prebois;;NON;1;2020-03-05;2020-03-05;D38
44.9537730668,5.64025288702;"{""type"": ""Point"", ""coordinates"": [5.640252887015819, 44.95377306681587]}";1462;D1075;123449;117;0;2019-04-16;Blaireau européen;SINARD;;NON;1;2020-03-05;2020-03-05;D38
45.6138101658,5.38527505057;"{""type"": ""Point"", ""coordinates"": [5.385275050571031, 45.61381016578312]}";430;D143;7936;8;200;2014-07-28;Martre;;;;;2015-03-10;2020-03-05;D38
45.1494948161,5.59999881728;"{""type"": ""Point"", ""coordinates"": [5.599998817283585, 45.14949481606141]}";56;D531;41177;43;0;2010-12-15;sanglier;Lans-en-Vercors;Voute a Machefer;;;2012-12-03;2020-03-05;D38
45.3744047392,5.48903943129;"{""type"": ""Point"", ""coordinates"": [5.489039431292171, 45.37440473922591]}";956;D50;1884;2;0;2016-03-02;Blaireau européen;Apprieu;;NON;1;2018-04-04;2020-03-05;D38
45.1722044613,5.6485817338;"{""type"": ""Point"", ""coordinates"": [5.648581733800732, 45.17220446126679]}";87;D106;14154;14;500;2008-06-17;Corvidé indéterminé;Saint-Nizier-du-Moucherotte;Corbeau;;;2012-12-03;2020-03-05;D38
45.170196637,5.63891747593;"{""type"": ""Point"", ""coordinates"": [5.638917475934739, 45.17019663703483]}";118;D106;17225;17;500;2011-12-28;Chevreuil européen;Saint-Nizier-du-Moucherotte;romanet;;;2012-12-03;2020-03-05;D38
44.8821868352,6.00694635697;"{""type"": ""Point"", ""coordinates"": [6.006946356972861, 44.88218683522453]}";1150;D117;5890;5;900;2018-02-12;Renard roux;valjouffrey;Renard;NON;1;2019-02-18;2020-03-05;D38
45.764402373,5.20732998777;"{""type"": ""Point"", ""coordinates"": [5.207329987774208, 45.76440237302794]}";691;D18D;500;0;500;2016-02-03;Chat forestier;SAINT ROMAIN DE JALIONAS;;NON;1;2018-04-04;2020-03-05;D38
44.7800333088,5.59555944922;"{""type"": ""Point"", ""coordinates"": [5.595559449224771, 44.78003330881373]}";870;D7;8097;8;100;2016-06-29;Oiseai sp;Chichilianne;Geai;NON;1;2018-04-04;2020-03-05;D38
45.5361658887,5.56948380842;"{""type"": ""Point"", ""coordinates"": [5.569483808423782, 45.5361658887415]}";489;D1006;45067;43;700;2014-06-25;Renard roux;Les Abrets;;;;2015-03-10;2020-03-05;D38
45.347237618,5.29624732947;"{""type"": ""Point"", ""coordinates"": [5.296247329465874, 45.34723761796182]}";561;D519;34839;40;920;2014-06-17;Fouine;Brézins;;NON;1;2016-03-08;2020-03-05;D38
45.3800473427,5.57247826216;"{""type"": ""Point"", ""coordinates"": [5.572478262162781, 45.380047342652745]}";987;D1076;857;0;857;2016-06-14;Hérisson d'Europe;Voiron;;NON;1;2018-04-04;2020-03-05;D38
44.7801236029,5.65185288491;"{""type"": ""Point"", ""coordinates"": [5.651852884910309, 44.78012360287963]}";1410;D1075;151848;146;0;2018-06-13;Autres;Monestier-Du-Percy;Lièvre;NON;1;2020-03-05;2020-03-05;D38
45.5954324034,5.28944298877;"{""type"": ""Point"", ""coordinates"": [5.289442988768092, 45.59543240337257]}";541;D143C;5507;5;500;2015-04-20;Ecureuil roux;Bourgoin-Jallieu;Ecureuil;NON;1;2016-03-08;2020-03-05;D38
45.7400297755,5.26846731361;"{""type"": ""Point"", ""coordinates"": [5.268467313613693, 45.7400297754795]}";373;D52I;1495;1;500;2014-04-28;Blaireau européen;Annoisin-Chatelans;;;;2015-03-10;2020-03-05;D38
45.4814572544,5.29181247916;"{""type"": ""Point"", ""coordinates"": [5.291812479162737, 45.48145725438223]}";568;D1085;12361;12;320;2014-07-04;Hérisson d'Europe;Champier;1 hérisson;NON;1;2016-03-08;2020-03-05;D38
45.759624083,5.12762122296;"{""type"": ""Point"", ""coordinates"": [5.127621222958014, 45.7596240829845]}";699;D517;3600;3;600;2016-03-06;Autres;JANNEYRIAS;Lièvre;NON;1;2018-04-04;2020-03-05;D38
44.9449200509,5.76109303004;"{""type"": ""Point"", ""coordinates"": [5.761093030035306, 44.944920050934265]}";723;D529;23123;23;500;2016-01-19;Chevreuil européen;Pierre Chat forestierel;;NON;1;2018-04-04;2020-03-05;D38
45.1566768161,5.60683845026;"{""type"": ""Point"", ""coordinates"": [5.606838450263335, 45.156676816117475]}";58;D531;42181;44;0;2008-02-08;Autres;Lans-en-Vercors;Pres du Riz - Ecureuil noir;;;2012-12-03;2020-03-05;D38
45.4547650623,5.18360382785;"{""type"": ""Point"", ""coordinates"": [5.183603827845492, 45.4547650622867]}";458;D518;30963;31;2;;Ecureuil roux;;;;;2015-03-10;2020-03-05;D38
45.2927370518,5.51113259686;"{""type"": ""Point"", ""coordinates"": [5.511132596862368, 45.292737051770274]}";924;D45;2620;2;700;2015-12-14;Chevreuil européen;Tullins;;NON;1;2018-04-04;2020-03-05;D38
44.8962409017,5.89299357271;"{""type"": ""Point"", ""coordinates"": [5.892993572710604, 44.89624090168003]}";1176;D526;37352;37;500;2018-11-16;Chevreuil européen;valbonnais;Chevreuil;NON;1;2019-02-18;2020-03-05;D38
45.6226612159,5.33385729527;"{""type"": ""Point"", ""coordinates"": [5.333857295265599, 45.622661215902774]}";544;D143;3752;4;0;2015-06-11;Renard roux;Saint-Savin;Renardeau;NON;1;2016-03-08;2020-03-05;D38
44.8138353987,5.62959012221;"{""type"": ""Point"", ""coordinates"": [5.629590122212613, 44.81383539874207]}";846;D1075;145894;139;600;2016-01-27;Sanglier;Clelles;;NON;1;2018-04-04;2020-03-05;D38
45.3410064338,5.53634836307;"{""type"": ""Point"", ""coordinates"": [5.53634836307175, 45.34100643380269]}";1016;D1085;40571;40;563;2016-12-05;Sanglier;Charnècle;;NON;1;2018-04-04;2020-03-05;D38
45.090026684,5.555544859;"{""type"": ""Point"", ""coordinates"": [5.555544858998335, 45.09002668399493]}";1240;D531;33157;35;0;2017-04-10;Autres;Villard de Lans;Lièvre;NON;1;2019-04-30;2020-03-05;D38
44.9553053111,5.86953341324;"{""type"": ""Point"", ""coordinates"": [5.869533413239726, 44.95530531114251]}";1060;D114;11977;12;0;2017-11-01;Mammifère indéterminé;lavaldens;Mouflon;NON;1;2019-02-14;2020-03-05;D38
44.8988956501,5.93099127967;"{""type"": ""Point"", ""coordinates"": [5.930991279667705, 44.898895650140055]}";610;D526;40926;41;100;2015-11-17;Autres;Valbonnais;Lièvre;NON;1;2016-03-08;2020-03-05;D38
44.8706237091,5.65708369068;"{""type"": ""Point"", ""coordinates"": [5.65708369068042, 44.87062370910392]}";1361;D34;6056;6;100;2017-08-09;Fouine;ROISSARD;;NON;1;2020-03-05;2020-03-05;D38
45.0737385784,5.54513284028;"{""type"": ""Point"", ""coordinates"": [5.545132840283822, 45.07373857837912]}";1268;D531;29120;31;0;2017-07-31;Hérisson d'Europe;Villard de Lans;;NON;1;2019-04-30;2020-03-05;D38
45.1148880098,5.38128791246;"{""type"": ""Point"", ""coordinates"": [5.381287912463017, 45.11488800978386]}";743;D31;8694;8;700;2016-01-01;Autres;St Pierre de Chérennes;Lièvre;NON;1;2018-04-04;2020-03-05;D38
45.6929369914,5.39201469311;"{""type"": ""Point"", ""coordinates"": [5.392014693112983, 45.69293699135733]}";2752;D517;30131;30;0;2017-05-10;Fouine;PASSINS;;NON;1;2020-09-07;2020-09-07;D38
44.8526148731,5.79543477696;"{""type"": ""Point"", ""coordinates"": [5.795434776956329, 44.85261487307847]}";1516;D227;1924;1;950;2019-10-31;Blaireau européen;Saint-Sébastien;;NON;1;2020-03-05;2020-03-05;D38
45.4651517577,5.12365112179;"{""type"": ""Point"", ""coordinates"": [5.123651121792741, 45.4651517577297]}";461;D41;22856;23;0;;Blaireau européen;;;;;2015-03-10;2020-03-05;D38
45.5352335007,5.54192971143;"{""type"": ""Point"", ""coordinates"": [5.541929711431073, 45.53523350066184]}";477;D1006;42868;41;500;2014-03-10;Blaireau européen;St André le Gaz;;;;2015-03-10;2020-03-05;D38
